created_on,source,industry
2017-10-23,Referral,Health Care
2017-10-23,Paid,Health Care
2017-10-23,Referral,Telecom
2017-10-23,Paid,Health Care
2017-10-23,Direct,Education
2017-10-23,Direct,Telecom
2017-10-23,Email,SaaS
2017-10-23,Organic,Education
2017-10-23,Organic,Telecom
2017-10-23,Paid,SaaS
2017-10-23,Organic,SaaS
2017-10-23,Social,Telecom
2017-10-23,Paid,Retail/Entertainment
2017-10-23,Organic,SaaS
2017-10-23,Organic,Telecom
2017-10-23,Organic,IT
2017-10-23,Direct,Education
2017-10-23,Organic,Finance
2017-10-23,Referral,Telecom
2017-10-23,Paid,Retail/Entertainment
2017-10-23,Direct,Telecom
2017-10-23,Social,Telecom
2017-10-23,Referral,Telecom
2017-10-23,Email,Finance
2017-10-23,Direct,SaaS
2017-10-23,Email,IT
2017-10-23,Paid,Telecom
2017-10-23,Organic,Finance
2017-10-23,Direct,Health Care
2017-10-23,Referral,Education
2017-10-23,Paid,SaaS
2017-10-23,Email,SaaS
2017-10-23,Social,Health Care
2017-10-23,Social,Finance
2017-10-23,Social,Telecom
2017-10-23,Organic,IT
2017-10-24,Email,Finance
2017-10-24,Social,SaaS
2017-10-24,Organic,SaaS
2017-10-24,Direct,Health Care
2017-10-24,Referral,Education
2017-10-24,Paid,Telecom
2017-10-24,Paid,Retail/Entertainment
2017-10-24,Referral,IT
2017-10-24,Direct,Retail/Entertainment
2017-10-24,Organic,Finance
2017-10-24,Social,Telecom
2017-10-24,Email,Finance
2017-10-24,Email,Finance
2017-10-24,Social,Retail/Entertainment
2017-10-24,Social,SaaS
2017-10-24,Paid,IT
2017-10-24,Referral,IT
2017-10-24,Paid,Telecom
2017-10-24,Paid,SaaS
2017-10-24,Email,Finance
2017-10-24,Email,Telecom
2017-10-24,Organic,Finance
2017-10-24,Organic,Education
2017-10-24,Direct,Retail/Entertainment
2017-10-24,Direct,Retail/Entertainment
2017-10-24,Email,Finance
2017-10-24,Referral,SaaS
2017-10-24,Direct,Health Care
2017-10-24,Social,Finance
2017-10-24,Email,Health Care
2017-10-24,Direct,Finance
2017-10-24,Organic,SaaS
2017-10-24,Email,Telecom
2017-10-24,Direct,Telecom
2017-10-24,Organic,Telecom
2017-10-24,Paid,Telecom
2017-10-24,Organic,SaaS
2017-10-24,Referral,Education
2017-10-25,Referral,SaaS
2017-10-25,Organic,Finance
2017-10-25,Paid,Finance
2017-10-25,Email,Finance
2017-10-25,Social,Health Care
2017-10-25,Email,SaaS
2017-10-25,Direct,IT
2017-10-25,Paid,SaaS
2017-10-25,Organic,Education
2017-10-25,Email,Telecom
2017-10-25,Email,SaaS
2017-10-25,Referral,Health Care
2017-10-25,Organic,IT
2017-10-25,Paid,SaaS
2017-10-25,Paid,SaaS
2017-10-25,Paid,IT
2017-10-25,Referral,SaaS
2017-10-25,Paid,IT
2017-10-25,Email,SaaS
2017-10-25,Paid,Health Care
2017-10-25,Email,IT
2017-10-25,Referral,Education
2017-10-25,Email,SaaS
2017-10-25,Referral,Education
2017-10-25,Organic,SaaS
2017-10-25,Paid,Telecom
2017-10-25,Email,Retail/Entertainment
2017-10-25,Organic,Health Care
2017-10-25,Email,IT
2017-10-25,Direct,Finance
2017-10-25,Referral,IT
2017-10-25,Paid,Health Care
2017-10-25,Email,SaaS
2017-10-25,Direct,Health Care
2017-10-25,Paid,SaaS
2017-10-25,Organic,Finance
2017-10-25,Direct,IT
2017-10-25,Paid,Finance
2017-10-25,Referral,Health Care
2017-10-25,Direct,Telecom
2017-10-25,Paid,SaaS
2017-10-25,Social,Education
2017-10-25,Organic,SaaS
2017-10-25,Paid,SaaS
2017-10-25,Social,Telecom
2017-10-25,Paid,Finance
2017-10-25,Direct,SaaS
2017-10-25,Social,Health Care
2017-10-25,Organic,Finance
2017-10-25,Direct,IT
2017-10-25,Organic,SaaS
2017-10-25,Referral,Telecom
2017-10-25,Referral,SaaS
2017-10-25,Referral,Health Care
2017-10-25,Email,Health Care
2017-10-25,Paid,Health Care
2017-10-25,Direct,SaaS
2017-10-25,Paid,Retail/Entertainment
2017-10-26,Email,Education
2017-10-26,Direct,SaaS
2017-10-26,Organic,SaaS
2017-10-26,Email,Retail/Entertainment
2017-10-26,Social,Telecom
2017-10-26,Social,Retail/Entertainment
2017-10-26,Referral,Telecom
2017-10-26,Paid,SaaS
2017-10-26,Organic,Education
2017-10-26,Social,IT
2017-10-26,Paid,Health Care
2017-10-26,Paid,Finance
2017-10-26,Social,Retail/Entertainment
2017-10-26,Social,SaaS
2017-10-26,Referral,Telecom
2017-10-26,Social,Health Care
2017-10-26,Paid,Telecom
2017-10-26,Organic,Finance
2017-10-26,Referral,SaaS
2017-10-26,Paid,Health Care
2017-10-26,Paid,IT
2017-10-26,Email,Retail/Entertainment
2017-10-26,Social,Finance
2017-10-26,Paid,Retail/Entertainment
2017-10-26,Social,Finance
2017-10-26,Paid,Telecom
2017-10-26,Paid,Finance
2017-10-26,Direct,Finance
2017-10-26,Email,Finance
2017-10-26,Paid,Telecom
2017-10-26,Social,SaaS
2017-10-26,Referral,Education
2017-10-26,Paid,Finance
2017-10-26,Direct,Telecom
2017-10-26,Paid,SaaS
2017-10-26,Paid,Telecom
2017-10-26,Paid,SaaS
2017-10-26,Social,Telecom
2017-10-26,Email,IT
2017-10-26,Referral,SaaS
2017-10-26,Paid,Telecom
2017-10-26,Email,IT
2017-10-26,Email,Telecom
2017-10-26,Direct,Finance
2017-10-26,Paid,SaaS
2017-10-26,Referral,IT
2017-10-26,Paid,Finance
2017-10-26,Referral,Finance
2017-10-26,Paid,Telecom
2017-10-26,Organic,Retail/Entertainment
2017-10-26,Social,Retail/Entertainment
2017-10-26,Referral,Health Care
2017-10-26,Referral,IT
2017-10-26,Referral,IT
2017-10-26,Direct,SaaS
2017-10-26,Organic,Telecom
2017-10-26,Referral,Health Care
2017-10-27,Paid,SaaS
2017-10-27,Organic,Finance
2017-10-27,Referral,Finance
2017-10-27,Direct,Education
2017-10-27,Email,SaaS
2017-10-27,Social,Finance
2017-10-27,Direct,IT
2017-10-27,Email,IT
2017-10-27,Organic,IT
2017-10-27,Organic,SaaS
2017-10-27,Email,SaaS
2017-10-27,Email,Telecom
2017-10-27,Paid,Health Care
2017-10-27,Paid,SaaS
2017-10-27,Organic,Retail/Entertainment
2017-10-27,Direct,Education
2017-10-27,Direct,Finance
2017-10-27,Social,IT
2017-10-27,Direct,Education
2017-10-27,Paid,Telecom
2017-10-27,Direct,Health Care
2017-10-27,Referral,Health Care
2017-10-27,Social,Education
2017-10-27,Social,Telecom
2017-10-27,Email,Retail/Entertainment
2017-10-27,Direct,SaaS
2017-10-27,Organic,Finance
2017-10-27,Paid,IT
2017-10-27,Organic,Finance
2017-10-27,Referral,SaaS
2017-10-27,Referral,Health Care
2017-10-27,Social,Finance
2017-10-27,Direct,Telecom
2017-10-27,Email,Finance
2017-10-27,Organic,IT
2017-10-27,Direct,SaaS
2017-10-27,Paid,SaaS
2017-10-27,Email,Telecom
2017-10-27,Email,SaaS
2017-10-27,Organic,IT
2017-10-27,Organic,Finance
2017-10-27,Referral,Retail/Entertainment
2017-10-27,Social,Retail/Entertainment
2017-10-27,Email,Telecom
2017-10-27,Paid,Telecom
2017-10-27,Social,Retail/Entertainment
2017-10-27,Direct,Finance
2017-10-27,Paid,Finance
2017-10-27,Organic,Health Care
2017-10-27,Social,Telecom
2017-10-27,Organic,IT
2017-10-27,Organic,Finance
2017-10-27,Referral,Health Care
2017-10-27,Direct,Finance
2017-10-27,Referral,Finance
2017-10-27,Social,IT
2017-10-27,Direct,Health Care
2017-10-27,Paid,Retail/Entertainment
2017-10-27,Referral,SaaS
2017-10-27,Social,Telecom
2017-10-27,Paid,Education
2017-10-27,Email,IT
2017-10-28,Email,Telecom
2017-10-28,Direct,Finance
2017-10-28,Direct,Telecom
2017-10-28,Referral,SaaS
2017-10-28,Organic,SaaS
2017-10-28,Email,Health Care
2017-10-28,Social,Retail/Entertainment
2017-10-28,Direct,IT
2017-10-28,Direct,SaaS
2017-10-28,Social,Finance
2017-10-28,Email,Telecom
2017-10-28,Email,Finance
2017-10-28,Referral,SaaS
2017-10-28,Organic,Telecom
2017-10-28,Referral,Health Care
2017-10-28,Referral,Finance
2017-10-28,Paid,Retail/Entertainment
2017-10-28,Social,IT
2017-10-28,Direct,Education
2017-10-28,Paid,Finance
2017-10-28,Organic,Health Care
2017-10-28,Direct,Telecom
2017-10-28,Organic,Health Care
2017-10-28,Organic,Telecom
2017-10-28,Direct,SaaS
2017-10-28,Email,Retail/Entertainment
2017-10-28,Organic,Health Care
2017-10-28,Organic,IT
2017-10-28,Referral,SaaS
2017-10-28,Email,Telecom
2017-10-28,Direct,Education
2017-10-28,Direct,IT
2017-10-28,Direct,Health Care
2017-10-28,Organic,SaaS
2017-10-28,Social,Telecom
2017-10-28,Social,Telecom
2017-10-28,Social,Health Care
2017-10-28,Email,SaaS
2017-10-28,Paid,IT
2017-10-28,Paid,SaaS
2017-10-28,Organic,Finance
2017-10-28,Organic,Health Care
2017-10-28,Organic,Health Care
2017-10-28,Organic,SaaS
2017-10-28,Paid,Health Care
2017-10-28,Paid,IT
2017-10-28,Referral,IT
2017-10-28,Referral,Retail/Entertainment
2017-10-29,Direct,SaaS
2017-10-29,Social,SaaS
2017-10-29,Organic,Education
2017-10-29,Email,Health Care
2017-10-29,Social,Health Care
2017-10-29,Direct,Health Care
2017-10-29,Organic,Telecom
2017-10-29,Organic,IT
2017-10-29,Paid,SaaS
2017-10-29,Referral,Finance
2017-10-29,Referral,Health Care
2017-10-29,Social,Telecom
2017-10-29,Email,IT
2017-10-29,Paid,Telecom
2017-10-29,Social,Retail/Entertainment
2017-10-29,Organic,Finance
2017-10-29,Paid,Health Care
2017-10-29,Referral,IT
2017-10-29,Referral,SaaS
2017-10-29,Social,Finance
2017-10-29,Paid,Health Care
2017-10-29,Paid,Retail/Entertainment
2017-10-29,Social,Health Care
2017-10-29,Referral,Education
2017-10-29,Social,Health Care
2017-10-29,Social,Education
2017-10-29,Email,Finance
2017-10-29,Social,SaaS
2017-10-29,Email,IT
2017-10-29,Referral,Finance
2017-10-29,Social,Telecom
2017-10-29,Referral,SaaS
2017-10-29,Referral,Health Care
2017-10-29,Organic,Telecom
2017-10-29,Direct,Health Care
2017-10-29,Paid,Education
2017-10-29,Referral,Education
2017-10-29,Direct,Telecom
2017-10-29,Email,Retail/Entertainment
2017-10-29,Paid,Finance
2017-10-29,Direct,Education
2017-10-29,Email,IT
2017-10-29,Direct,Finance
2017-10-29,Organic,Health Care
2017-10-29,Direct,Health Care
2017-10-29,Direct,Health Care
2017-10-29,Email,Retail/Entertainment
2017-10-29,Referral,Finance
2017-10-29,Referral,Retail/Entertainment
2017-10-29,Referral,Finance
2017-10-29,Direct,Retail/Entertainment
2017-10-29,Direct,SaaS
2017-10-29,Organic,Telecom
2017-10-29,Referral,Retail/Entertainment
2017-10-30,Direct,Telecom
2017-10-30,Direct,Health Care
2017-10-30,Email,IT
2017-10-30,Referral,SaaS
2017-10-30,Direct,Health Care
2017-10-30,Paid,SaaS
2017-10-30,Organic,Education
2017-10-30,Paid,Retail/Entertainment
2017-10-30,Organic,Finance
2017-10-30,Paid,Finance
2017-10-30,Social,Telecom
2017-10-30,Referral,IT
2017-10-30,Referral,SaaS
2017-10-30,Referral,IT
2017-10-30,Direct,IT
2017-10-30,Organic,SaaS
2017-10-30,Social,Finance
2017-10-30,Direct,SaaS
2017-10-30,Referral,Retail/Entertainment
2017-10-30,Organic,Education
2017-10-30,Referral,SaaS
2017-10-30,Paid,SaaS
2017-10-30,Paid,Retail/Entertainment
2017-10-30,Paid,Finance
2017-10-30,Referral,Finance
2017-10-30,Social,Retail/Entertainment
2017-10-30,Social,Telecom
2017-10-30,Direct,Education
2017-10-30,Referral,Health Care
2017-10-30,Email,Finance
2017-10-30,Social,IT
2017-10-30,Email,IT
2017-10-30,Social,Telecom
2017-10-30,Organic,Health Care
2017-10-30,Referral,Health Care
2017-10-30,Social,Education
2017-10-30,Social,Retail/Entertainment
2017-10-30,Referral,IT
2017-10-30,Direct,Retail/Entertainment
2017-10-30,Organic,Telecom
2017-10-30,Paid,SaaS
2017-10-30,Email,SaaS
2017-10-30,Referral,Education
2017-10-30,Paid,SaaS
2017-10-30,Social,Health Care
2017-10-30,Paid,Finance
2017-10-30,Email,Telecom
2017-10-30,Social,Retail/Entertainment
2017-10-30,Referral,SaaS
2017-10-30,Paid,IT
2017-10-30,Referral,SaaS
2017-10-30,Referral,Health Care
2017-10-30,Paid,IT
2017-10-30,Email,Health Care
2017-10-30,Paid,SaaS
2017-10-30,Paid,SaaS
2017-10-30,Email,IT
2017-10-30,Email,Education
2017-10-30,Direct,Health Care
2017-10-30,Social,Finance
2017-10-30,Organic,Finance
2017-10-30,Social,Telecom
2017-10-30,Referral,Telecom
2017-10-30,Paid,Telecom
2017-10-30,Organic,Retail/Entertainment
2017-10-30,Email,IT
2017-10-30,Direct,IT
2017-10-30,Organic,SaaS
2017-10-30,Referral,SaaS
2017-10-30,Paid,Health Care
2017-10-30,Social,Telecom
2017-10-30,Email,Finance
2017-10-30,Paid,Health Care
2017-10-30,Organic,Retail/Entertainment
2017-10-30,Organic,Education
2017-10-30,Social,Telecom
2017-10-30,Paid,SaaS
2017-10-30,Referral,SaaS
2017-10-30,Paid,Finance
2017-10-30,Referral,Education
2017-10-30,Social,Health Care
2017-10-30,Direct,Retail/Entertainment
2017-10-30,Referral,Retail/Entertainment
2017-10-30,Direct,Finance
2017-10-30,Paid,Health Care
2017-10-30,Referral,Education
2017-10-30,Email,IT
2017-10-30,Social,Education
2017-10-30,Direct,SaaS
2017-10-30,Direct,SaaS
2017-10-30,Paid,Finance
2017-10-30,Paid,Finance
2017-10-30,Email,Finance
2017-10-30,Organic,Finance
2017-10-30,Direct,Finance
2017-10-30,Referral,Retail/Entertainment
2017-10-31,Direct,Telecom
2017-10-31,Organic,Finance
2017-10-31,Direct,Finance
2017-10-31,Paid,IT
2017-10-31,Social,Telecom
2017-10-31,Social,Telecom
2017-10-31,Referral,Telecom
2017-10-31,Referral,IT
2017-10-31,Paid,SaaS
2017-10-31,Organic,Finance
2017-10-31,Organic,Finance
2017-10-31,Paid,Health Care
2017-10-31,Paid,Health Care
2017-10-31,Social,Telecom
2017-10-31,Referral,Finance
2017-10-31,Referral,Retail/Entertainment
2017-10-31,Referral,IT
2017-10-31,Organic,SaaS
2017-10-31,Email,Education
2017-10-31,Referral,Finance
2017-10-31,Social,Telecom
2017-10-31,Paid,SaaS
2017-10-31,Email,Finance
2017-10-31,Email,Health Care
2017-10-31,Email,Telecom
2017-10-31,Direct,SaaS
2017-10-31,Referral,IT
2017-10-31,Organic,Health Care
2017-10-31,Paid,Telecom
2017-10-31,Paid,IT
2017-10-31,Social,Finance
2017-10-31,Organic,Retail/Entertainment
2017-10-31,Organic,Telecom
2017-10-31,Referral,Education
2017-10-31,Direct,Finance
2017-10-31,Social,Retail/Entertainment
2017-10-31,Referral,Health Care
2017-10-31,Organic,Retail/Entertainment
2017-10-31,Organic,Telecom
2017-10-31,Paid,SaaS
2017-10-31,Direct,Finance
2017-10-31,Organic,SaaS
2017-10-31,Organic,Telecom
2017-10-31,Paid,Telecom
2017-10-31,Paid,IT
2017-10-31,Social,Telecom
2017-10-31,Email,IT
2017-10-31,Social,Retail/Entertainment
2017-10-31,Referral,Telecom
2017-10-31,Referral,SaaS
2017-10-31,Social,Telecom
2017-10-31,Social,SaaS
2017-10-31,Paid,SaaS
2017-11-01,Social,Education
2017-11-01,Direct,IT
2017-11-01,Organic,SaaS
2017-11-01,Paid,Telecom
2017-11-01,Paid,Retail/Entertainment
2017-11-01,Organic,IT
2017-11-01,Paid,IT
2017-11-01,Paid,SaaS
2017-11-01,Referral,Finance
2017-11-01,Direct,Retail/Entertainment
2017-11-01,Social,Health Care
2017-11-01,Referral,SaaS
2017-11-01,Social,Retail/Entertainment
2017-11-01,Paid,Telecom
2017-11-01,Social,Education
2017-11-01,Paid,IT
2017-11-01,Paid,Health Care
2017-11-01,Social,Education
2017-11-01,Organic,Health Care
2017-11-01,Direct,Retail/Entertainment
2017-11-01,Direct,Finance
2017-11-01,Direct,Telecom
2017-11-01,Social,Telecom
2017-11-01,Referral,SaaS
2017-11-01,Paid,Telecom
2017-11-01,Referral,Health Care
2017-11-01,Organic,SaaS
2017-11-01,Direct,Telecom
2017-11-01,Organic,IT
2017-11-01,Paid,IT
2017-11-01,Paid,SaaS
2017-11-01,Direct,Education
2017-11-01,Direct,Telecom
2017-11-01,Social,Education
2017-11-01,Referral,Health Care
2017-11-01,Paid,Telecom
2017-11-01,Email,Telecom
2017-11-01,Paid,Retail/Entertainment
2017-11-01,Organic,Retail/Entertainment
2017-11-01,Referral,IT
2017-11-01,Organic,SaaS
2017-11-01,Paid,IT
2017-11-01,Direct,SaaS
2017-11-01,Paid,IT
2017-11-01,Organic,Health Care
2017-11-01,Organic,SaaS
2017-11-01,Organic,Education
2017-11-01,Organic,Telecom
2017-11-01,Paid,Retail/Entertainment
2017-11-01,Referral,Finance
2017-11-01,Referral,SaaS
2017-11-01,Email,IT
2017-11-01,Email,Finance
2017-11-01,Paid,Telecom
2017-11-01,Referral,Finance
2017-11-01,Social,Retail/Entertainment
2017-11-01,Organic,SaaS
2017-11-01,Social,SaaS
2017-11-01,Organic,Health Care
2017-11-01,Email,IT
2017-11-01,Paid,Finance
2017-11-01,Organic,Finance
2017-11-01,Paid,Retail/Entertainment
2017-11-01,Direct,Health Care
2017-11-01,Paid,Telecom
2017-11-01,Direct,Health Care
2017-11-01,Paid,Retail/Entertainment
2017-11-01,Direct,Health Care
2017-11-01,Direct,SaaS
2017-11-01,Social,Telecom
2017-11-01,Social,SaaS
2017-11-01,Social,SaaS
2017-11-01,Email,Finance
2017-11-01,Direct,SaaS
2017-11-01,Referral,Health Care
2017-11-01,Paid,SaaS
2017-11-01,Referral,Retail/Entertainment
2017-11-01,Organic,Telecom
2017-11-01,Referral,Retail/Entertainment
2017-11-01,Referral,Finance
2017-11-01,Referral,Finance
2017-11-01,Organic,Finance
2017-11-01,Email,Retail/Entertainment
2017-11-01,Organic,Health Care
2017-11-01,Paid,IT
2017-11-01,Social,IT
2017-11-01,Organic,IT
2017-11-01,Referral,SaaS
2017-11-01,Direct,SaaS
2017-11-01,Organic,Retail/Entertainment
2017-11-01,Referral,Finance
2017-11-01,Referral,SaaS
2017-11-01,Referral,IT
2017-11-01,Paid,Retail/Entertainment
2017-11-01,Organic,Health Care
2017-11-02,Organic,Retail/Entertainment
2017-11-02,Organic,IT
2017-11-02,Referral,IT
2017-11-02,Paid,Health Care
2017-11-02,Referral,Health Care
2017-11-02,Organic,Health Care
2017-11-02,Email,Telecom
2017-11-02,Paid,SaaS
2017-11-02,Organic,Retail/Entertainment
2017-11-02,Paid,Finance
2017-11-02,Paid,Education
2017-11-02,Email,IT
2017-11-02,Email,Health Care
2017-11-02,Direct,Health Care
2017-11-02,Organic,Telecom
2017-11-02,Social,Health Care
2017-11-02,Organic,Health Care
2017-11-02,Direct,IT
2017-11-02,Paid,SaaS
2017-11-02,Social,SaaS
2017-11-02,Referral,SaaS
2017-11-02,Paid,Health Care
2017-11-02,Paid,Finance
2017-11-02,Social,SaaS
2017-11-02,Direct,SaaS
2017-11-02,Social,Telecom
2017-11-02,Direct,IT
2017-11-02,Organic,SaaS
2017-11-02,Social,Telecom
2017-11-02,Social,SaaS
2017-11-02,Direct,SaaS
2017-11-02,Organic,Retail/Entertainment
2017-11-02,Direct,SaaS
2017-11-02,Social,Telecom
2017-11-02,Email,Finance
2017-11-02,Paid,Retail/Entertainment
2017-11-02,Social,Telecom
2017-11-02,Social,Health Care
2017-11-02,Email,Retail/Entertainment
2017-11-02,Referral,Health Care
2017-11-02,Referral,IT
2017-11-02,Paid,Telecom
2017-11-02,Organic,SaaS
2017-11-02,Organic,Finance
2017-11-02,Email,Health Care
2017-11-02,Direct,SaaS
2017-11-02,Paid,SaaS
2017-11-02,Email,Telecom
2017-11-02,Direct,Telecom
2017-11-02,Direct,Finance
2017-11-02,Direct,IT
2017-11-02,Organic,Finance
2017-11-02,Email,Retail/Entertainment
2017-11-02,Email,IT
2017-11-02,Email,Education
2017-11-02,Referral,SaaS
2017-11-02,Email,Education
2017-11-02,Direct,Health Care
2017-11-02,Social,Telecom
2017-11-02,Email,Retail/Entertainment
2017-11-02,Referral,Retail/Entertainment
2017-11-02,Direct,Education
2017-11-02,Referral,Finance
2017-11-02,Paid,Health Care
2017-11-03,Social,SaaS
2017-11-03,Email,Retail/Entertainment
2017-11-03,Organic,Education
2017-11-03,Referral,Retail/Entertainment
2017-11-03,Direct,SaaS
2017-11-03,Organic,Education
2017-11-03,Referral,Retail/Entertainment
2017-11-03,Paid,Retail/Entertainment
2017-11-03,Referral,Education
2017-11-03,Organic,SaaS
2017-11-03,Email,Health Care
2017-11-03,Email,Finance
2017-11-03,Direct,Retail/Entertainment
2017-11-03,Social,Retail/Entertainment
2017-11-03,Paid,SaaS
2017-11-03,Paid,Telecom
2017-11-03,Email,Finance
2017-11-03,Email,Health Care
2017-11-03,Paid,Finance
2017-11-03,Social,SaaS
2017-11-03,Referral,Education
2017-11-03,Direct,Telecom
2017-11-03,Organic,Health Care
2017-11-03,Organic,IT
2017-11-03,Organic,Education
2017-11-03,Social,Health Care
2017-11-03,Direct,IT
2017-11-03,Social,Education
2017-11-03,Referral,SaaS
2017-11-03,Direct,SaaS
2017-11-03,Paid,Education
2017-11-03,Direct,SaaS
2017-11-03,Paid,SaaS
2017-11-03,Paid,IT
2017-11-03,Paid,IT
2017-11-03,Paid,SaaS
2017-11-03,Social,Telecom
2017-11-03,Referral,SaaS
2017-11-03,Referral,IT
2017-11-03,Social,Telecom
2017-11-03,Organic,SaaS
2017-11-03,Referral,Retail/Entertainment
2017-11-03,Email,Retail/Entertainment
2017-11-03,Referral,Health Care
2017-11-03,Organic,SaaS
2017-11-03,Organic,SaaS
2017-11-03,Direct,SaaS
2017-11-03,Social,Finance
2017-11-03,Organic,SaaS
2017-11-03,Social,Telecom
2017-11-03,Direct,SaaS
2017-11-03,Direct,Retail/Entertainment
2017-11-03,Direct,Telecom
2017-11-03,Organic,Education
2017-11-03,Social,SaaS
2017-11-03,Social,SaaS
2017-11-03,Direct,Education
2017-11-03,Direct,Health Care
2017-11-03,Social,Telecom
2017-11-03,Paid,Finance
2017-11-03,Paid,SaaS
2017-11-03,Organic,Retail/Entertainment
2017-11-03,Email,Retail/Entertainment
2017-11-03,Direct,Health Care
2017-11-03,Referral,Finance
2017-11-03,Paid,IT
2017-11-03,Referral,Finance
2017-11-03,Organic,IT
2017-11-03,Email,Telecom
2017-11-03,Direct,SaaS
2017-11-03,Email,SaaS
2017-11-03,Paid,IT
2017-11-03,Direct,SaaS
2017-11-04,Direct,Finance
2017-11-04,Social,Telecom
2017-11-04,Organic,Finance
2017-11-04,Email,Finance
2017-11-04,Referral,IT
2017-11-04,Social,Health Care
2017-11-04,Referral,Telecom
2017-11-04,Organic,Telecom
2017-11-04,Referral,SaaS
2017-11-04,Email,IT
2017-11-04,Paid,Finance
2017-11-04,Organic,Health Care
2017-11-04,Organic,Telecom
2017-11-04,Paid,Education
2017-11-04,Paid,Telecom
2017-11-04,Organic,Education
2017-11-04,Paid,SaaS
2017-11-04,Direct,Health Care
2017-11-04,Email,Retail/Entertainment
2017-11-04,Organic,Finance
2017-11-04,Referral,Finance
2017-11-04,Referral,Finance
2017-11-04,Referral,SaaS
2017-11-04,Direct,SaaS
2017-11-04,Referral,Education
2017-11-04,Email,Retail/Entertainment
2017-11-04,Organic,Telecom
2017-11-04,Direct,IT
2017-11-04,Email,Retail/Entertainment
2017-11-04,Direct,Telecom
2017-11-04,Social,Education
2017-11-04,Social,Telecom
2017-11-04,Organic,SaaS
2017-11-04,Organic,Telecom
2017-11-04,Social,Education
2017-11-04,Paid,Finance
2017-11-04,Referral,Finance
2017-11-04,Paid,Finance
2017-11-04,Email,Finance
2017-11-04,Organic,Health Care
2017-11-04,Direct,Finance
2017-11-04,Email,Retail/Entertainment
2017-11-04,Organic,Retail/Entertainment
2017-11-04,Social,Telecom
2017-11-04,Paid,Education
2017-11-04,Direct,Education
2017-11-04,Paid,Health Care
2017-11-04,Email,Finance
2017-11-04,Email,Finance
2017-11-04,Email,Telecom
2017-11-04,Paid,Telecom
2017-11-04,Referral,Finance
2017-11-04,Referral,Finance
2017-11-04,Organic,Health Care
2017-11-04,Direct,Telecom
2017-11-04,Paid,SaaS
2017-11-04,Direct,Education
2017-11-04,Email,SaaS
2017-11-04,Social,Telecom
2017-11-04,Direct,SaaS
2017-11-04,Email,Finance
2017-11-05,Paid,SaaS
2017-11-05,Email,Finance
2017-11-05,Social,Health Care
2017-11-05,Email,Finance
2017-11-05,Social,Health Care
2017-11-05,Social,IT
2017-11-05,Email,Health Care
2017-11-05,Email,Finance
2017-11-05,Paid,Telecom
2017-11-05,Organic,SaaS
2017-11-05,Direct,IT
2017-11-05,Email,IT
2017-11-05,Social,Retail/Entertainment
2017-11-05,Direct,Finance
2017-11-05,Direct,Telecom
2017-11-05,Paid,SaaS
2017-11-05,Organic,Telecom
2017-11-05,Social,Retail/Entertainment
2017-11-05,Direct,Health Care
2017-11-05,Direct,Telecom
2017-11-05,Referral,Telecom
2017-11-05,Social,Telecom
2017-11-05,Paid,IT
2017-11-05,Email,Health Care
2017-11-05,Direct,SaaS
2017-11-05,Organic,Telecom
2017-11-05,Referral,SaaS
2017-11-05,Social,Health Care
2017-11-05,Referral,Telecom
2017-11-05,Referral,Telecom
2017-11-05,Paid,SaaS
2017-11-05,Paid,Telecom
2017-11-05,Referral,SaaS
2017-11-05,Email,Health Care
2017-11-05,Paid,Finance
2017-11-05,Social,Finance
2017-11-05,Organic,Finance
2017-11-05,Email,Education
2017-11-05,Social,Telecom
2017-11-05,Referral,SaaS
2017-11-05,Organic,Finance
2017-11-05,Paid,Education
2017-11-05,Direct,Education
2017-11-05,Organic,Health Care
2017-11-05,Paid,Retail/Entertainment
2017-11-05,Social,SaaS
2017-11-05,Paid,SaaS
2017-11-05,Paid,Retail/Entertainment
2017-11-05,Email,Finance
2017-11-05,Direct,Retail/Entertainment
2017-11-05,Referral,Finance
2017-11-05,Direct,SaaS
2017-11-05,Direct,IT
2017-11-05,Email,SaaS
2017-11-05,Paid,Retail/Entertainment
2017-11-05,Email,Retail/Entertainment
2017-11-05,Paid,Finance
2017-11-05,Organic,Telecom
2017-11-05,Paid,Finance
2017-11-05,Social,Health Care
2017-11-05,Organic,Health Care
2017-11-05,Paid,Retail/Entertainment
2017-11-05,Direct,Finance
2017-11-05,Organic,Retail/Entertainment
2017-11-05,Organic,IT
2017-11-05,Organic,Telecom
2017-11-05,Email,Telecom
2017-11-05,Paid,SaaS
2017-11-05,Organic,SaaS
2017-11-05,Email,Finance
2017-11-05,Paid,SaaS
2017-11-05,Social,Telecom
2017-11-05,Referral,Finance
2017-11-05,Direct,SaaS
2017-11-05,Social,Finance
2017-11-05,Email,Telecom
2017-11-05,Email,Telecom
2017-11-05,Organic,Health Care
2017-11-05,Social,Telecom
2017-11-05,Paid,Telecom
2017-11-05,Referral,Health Care
2017-11-05,Referral,Education
2017-11-05,Social,Telecom
2017-11-05,Paid,SaaS
2017-11-06,Paid,Health Care
2017-11-06,Organic,Finance
2017-11-06,Organic,Health Care
2017-11-06,Direct,Education
2017-11-06,Organic,Telecom
2017-11-06,Social,Finance
2017-11-06,Paid,Health Care
2017-11-06,Email,SaaS
2017-11-06,Paid,Telecom
2017-11-06,Email,Retail/Entertainment
2017-11-06,Referral,Health Care
